title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,n_ad_breaks,runtime_with_ads,scaled_popularity,children_scaled_popularity,adults_scaled_popularity,retirees_scaled_popularity
The Blob,6.226,536,1958-09-10,4000000,86,110000,13.105,"['Horror', 'Science Fiction']",3,90.0,0.323696121930114,0.1294784,0.3236961,0.1294784
High Noon,7.7,1278,1952-06-09,8000000,85,730000,17.538,"['Western', 'Drama']",3,90.0,0.4460555120570189,0.1784222,0.3568444,0.4460555
The Cassandra Crossing,6.238,181,1976-12-18,15300000,129,6000000,11.519,"['Action', 'Thriller']",5,150.0,0.2663824973967229,0.213106,0.2663825,0.106553
The Immigrant,6.31,763,2013-11-27,5867686,117,16000000,15.998,"['Drama', 'Romance']",4,150.0,0.4084792916791954,0.1633917,0.4084793,0.4084793
The Last Exorcism Part II,4.644,492,2013-02-28,15179302,88,5000000,14.958,"['Horror', 'Thriller']",3,90.0,0.3804131243449364,0.1521652,0.3804131,0.1521652
Hollow Man,5.918,2310,2000-08-04,190213455,112,95000000,30.109,"['Action', 'Science Fiction', 'Thriller']",4,120.0,0.6499716894298158,0.389983,0.6499717,0.2599887
Vanity Fair,5.767,316,2004-09-01,16123851,141,23000000,11.029,"['Drama', 'Romance']",5,180.0,0.2466079209116908,0.0986432,0.2466079,0.2466079
That Thing You Do!,6.87,752,1996-10-04,34585416,108,26000000,19.816,"['Comedy', 'Drama', 'Romance', 'Music']",4,120.0,0.4946087431618258,0.395687,0.395687,0.4946087
The Dark Tower,5.673,4658,2017-08-03,113231078,95,60000000,22.183,"['Fantasy', 'Action', 'Science Fiction']",4,120.0,0.5381340276787385,0.4305072,0.538134,0.2152536
(500) Days of Summer,7.272,9359,2009-07-17,60781545,95,7500000,33.311,"['Comedy', 'Drama', 'Romance']",4,120.0,0.6851670503133592,0.4111002,0.6851671,0.6851671
DOA: Dead or Alive,5.2,750,2006-09-07,7563172,87,21000000,15.453,"['Adventure', 'Action', 'Thriller']",3,90.0,0.3940696582433383,0.3152557,0.3940697,0.1576279
Agent Cody Banks,5.466,1005,2003-03-14,58795814,102,28000000,14.301,"['Action', 'Adventure', 'Comedy', 'Family']",4,120.0,0.361376033338454,0.361376,0.2891008,0.2168256
God's Not Dead 2,6.149,375,2016-04-01,23507567,121,5000000,19.981,['Drama'],5,150.0,0.4978502995536563,0.1991401,0.4978503,0.4978503
Sling Blade,7.537,700,1996-08-30,34100000,135,1200000,19.723,['Drama'],5,150.0,0.4927666916596827,0.1971067,0.4927667,0.4927667
Flaming Star,6.5,80,1960-12-20,2000000,92,1700000,10.038,['Western'],4,120.0,0.2029553466377882,0.0811821,0.0811821,0.2029553
Marie Antoinette,6.666,2473,2006-05-24,60917189,123,40000000,23.092,"['Drama', 'History']",5,150.0,0.5533264307067105,0.2213306,0.5533264,0.5533264
Calendar Girl,5.1,52,1993-09-03,2570145,90,13000000,3.555,"['Comedy', 'Drama']",4,120.0,1e-06,8e-07,1e-06,1e-06
The Legend of Zorro,6.108,2659,2005-10-24,142400065,129,75000000,27.531,"['Action', 'Adventure', 'Western']",5,150.0,0.6180724669919931,0.494458,0.494458,0.3708435
Hearts Beat Loud,7.009,228,2018-06-08,2115765,97,2000000,7.981,"['Music', 'Drama', 'Comedy', 'Family']",4,120.0,0.0917064206055465,0.0733651,0.0733651,0.0917064
Rocky IV,7.076,4014,1985-11-21,300473716,91,31000000,38.532,['Drama'],4,120.0,0.7344086073492833,0.2937634,0.7344086,0.7344086
Atlantic City,6.835,233,1980-09-03,12729675,104,7200000,11.315,"['Crime', 'Drama', 'Romance']",4,120.0,0.2582826292512655,0.1033131,0.2582826,0.2582826
Lady in the Water,5.549,1262,2006-07-20,72785169,110,70000000,13.526,"['Drama', 'Fantasy', 'Mystery']",4,120.0,0.3374408172020736,0.2024645,0.3374408,0.2699527
10,5.598,214,1979-10-05,74865517,122,7000000,14.897,"['Comedy', 'Romance']",5,150.0,0.3786906166313882,0.3029525,0.3786906,0.3786906
"Good Morning, Vietnam",7.318,2434,1987-12-23,123922370,121,13000000,16.027,"['Comedy', 'Drama', 'War']",5,150.0,0.4092285910488589,0.2455372,0.3273829,0.4092286
Indecent Proposal,6.319,1257,1993-04-07,266614059,117,38000000,34.595,"['Romance', 'Drama']",4,150.0,0.6981212102451554,0.2792485,0.6981212,0.6981212
Executive Decision,6.25,827,1996-03-15,121969216,133,55000000,18.259,"['Action', 'Adventure', 'Drama', 'Thriller']",5,150.0,0.4622441201800824,0.3697953,0.4622441,0.2773465
Trading Places,7.202,2929,1983-06-07,90404800,116,15000000,25.555,['Comedy'],4,150.0,0.5909911785174845,0.5909912,0.5909912,0.5909912
If Only,6.999,517,2004-01-23,3000000,92,532673,16.015,"['Fantasy', 'Drama', 'Romance']",4,120.0,0.4089187442681502,0.2453512,0.4089187,0.327135
Aladdin,7.114,9441,2019-05-22,1054304000,127,183000000,69.615,"['Adventure', 'Fantasy', 'Romance', 'Family']",5,150.0,0.9184887992146692,0.734791,0.734791,0.5510933
Naked Gun 33⅓: The Final Insult,6.459,1831,1994-03-18,51132598,83,30000000,31.466,"['Comedy', 'Crime']",3,90.0,0.665428899683526,0.5323431,0.6654289,0.6654289
The Possession of Hannah Grace,5.569,1211,2018-11-29,43016528,86,9500000,19.326,"['Horror', 'Drama']",3,90.0,0.4847786361847544,0.1939115,0.4847786,0.3878229
The Dirty Dozen,7.598,1082,1967-06-15,45300000,150,5400000,26.602,"['Action', 'Adventure', 'War']",6,180.0,0.6056530410927506,0.4845224,0.4845224,0.3633918
G-Force,5.4,1738,2009-07-24,292817841,88,150000000,19.653,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure', 'Comedy']",3,90.0,0.4913729813436802,0.491373,0.3930984,0.2948238
Revenge of the Ninja,6.2,121,1983-09-07,13168027,90,700000,9.582,"['Action', 'Crime']",4,120.0,0.1809747668622555,0.1447798,0.1809748,0.1447798
When Worlds Collide,6.287,157,1951-09-14,1600000,83,936000,8.831,['Science Fiction'],3,90.0,0.1416889424534604,0.0566756,0.1416889,0.0566756
Saw IV,6.155,3349,2007-10-25,139352633,93,10000000,92.954,"['Horror', 'Thriller', 'Crime']",4,120.0,1.0,0.4,1.0,0.6
Free Guy,7.55,7662,2021-08-11,331526598,115,110000000,62.599,"['Comedy', 'Adventure', 'Science Fiction']",4,120.0,0.8871664144026641,0.7097331,0.8871664,0.5322998
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.126,9808,2005-12-07,745013115,143,180000000,123.542,"['Adventure', 'Family', 'Fantasy']",5,180.0,1.0,1.0,0.8,0.4
The New Guy,5.888,509,2002-05-10,31167388,88,13000000,11.859,['Comedy'],3,90.0,0.2794839899142713,0.279484,0.279484,0.279484
Dr. Dolittle 2,5.288,1551,2001-06-22,176104344,87,70000000,16.296,"['Comedy', 'Family', 'Romance', 'Fantasy']",3,90.0,0.416098283617425,0.3328786,0.3328786,0.3328786
Halloween II,5.341,1265,2009-08-28,39421467,105,10000000,18.077,['Horror'],4,120.0,0.4582346807720711,0.1832939,0.4582347,0.1832939
In the Heart of the Sea,6.7,3828,2015-12-03,93920758,122,100000000,21.081,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",5,150.0,0.5186343287649126,0.3111806,0.5186343,0.3111806
The Flock,5.687,223,2007-08-04,7155358,105,35000000,12.18,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,120.0,0.2914214950638904,0.1165686,0.2914215,0.2331372
Red Riding Hood,5.96,2975,2011-03-10,89162162,100,42000000,26.978,"['Action', 'Adventure', 'Horror', 'Fantasy', 'Thriller']",4,120.0,0.6107437795727197,0.488595,0.6107438,0.2442975
Puss in Boots: The Last Wish,8.266,6394,2022-12-07,482129780,103,90000000,221.49,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Action']",4,120.0,1.0,1.0,0.8,0.6
The Flash,6.898,2959,2023-06-13,268375616,144,300000000,480.393,"['Action', 'Adventure', 'Science Fiction']",5,180.0,1.0,0.8,1.0,0.4
Wrath of Man,7.669,4632,2021-04-22,103966489,119,40000000,56.933,"['Crime', 'Thriller', 'Action']",4,150.0,0.8585812825019081,0.5151488,0.8585813,0.5151488
Outside Providence,5.829,85,1999-09-01,7292175,96,7000000,7.642,"['Romance', 'Comedy', 'Drama']",4,120.0,0.069828094074536,0.0418969,0.0698281,0.0698281
The French Connection,7.539,1630,1971-10-09,41158757,104,1800000,15.084,"['Action', 'Crime', 'Thriller']",4,120.0,0.3839430794553481,0.2303658,0.3839431,0.2303658
Thunderbirds,4.93,270,2004-07-23,28283637,95,57000000,14.012,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",4,120.0,0.3526473227612572,0.2821179,0.2821179,0.2115884
John Carter,6.296,5225,2012-03-07,284139100,132,250000000,38.495,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.7340891874418374,0.5872713,0.7340892,0.2936357
New in Town,5.837,439,2009-01-30,29010817,97,8000000,12.64,"['Comedy', 'Romance']",4,120.0,0.3078471916252452,0.2462778,0.3078472,0.3078472
Crossing Over,6.126,326,2009-02-10,1037335,113,25000000,15.998,"['Crime', 'Drama']",4,120.0,0.4084792916791954,0.1633917,0.4084793,0.4084793
Men in Black 3,6.51,9675,2012-05-23,624026776,106,225000000,35.497,"['Action', 'Comedy', 'Science Fiction']",4,120.0,0.7068708471551548,0.5654967,0.7068708,0.4241225
Toys,5.205,490,1992-12-18,23278931,118,50000000,14.121,"['Family', 'Fantasy', 'Comedy', 'Science Fiction']",4,150.0,0.3559660707673127,0.2847729,0.2847729,0.2135796
Shutter Island,8.2,22318,2010-02-14,294800000,138,80000000,56.595,"['Drama', 'Thriller', 'Mystery']",5,150.0,0.856767475281212,0.342707,0.8567675,0.685414
Spy Kids: All the Time in the World,4.691,902,2011-08-18,85564310,89,27000000,37.604,"['Family', 'Comedy', 'Action']",3,90.0,0.7262808810424166,0.7262809,0.5810247,0.5810247
I Now Pronounce You Chuck & Larry,6.031,2135,2007-07-12,187134117,115,85000000,17.553,"['Comedy', 'Romance']",4,120.0,0.446400808462166,0.3571206,0.4464008,0.4464008
The Wrestler,7.532,3341,2008-09-07,44734660,109,6000000,17.161,"['Drama', 'Romance']",4,120.0,0.4372526692570445,0.1749011,0.4372527,0.4372527
Alien³,6.4,5066,1992-05-22,159773545,114,50000000,28.981,"['Science Fiction', 'Action', 'Horror']",4,120.0,0.6364492147107765,0.3818695,0.6364492,0.2545797
Pee-wee's Big Adventure,6.42,698,1985-07-26,40940662,91,6000000,20.97,"['Comedy', 'Adventure']",4,120.0,0.5165994755619628,0.5165995,0.5165995,0.4132796
Teenage Mutant Ninja Turtles,5.901,6391,2014-08-07,485004754,101,125000000,76.327,"['Science Fiction', 'Action', 'Adventure', 'Comedy']",4,120.0,0.945065529391944,0.7560524,0.9450655,0.5670393
Jigsaw,6.2,3301,2017-10-25,102952888,92,10000000,128.026,"['Horror', 'Mystery', 'Thriller']",4,120.0,1.0,0.4,1.0,0.6
The Drop,6.768,1987,2014-09-12,19054534,106,12600000,27.259,"['Drama', 'Crime']",4,120.0,0.6144909076721025,0.2457964,0.6144909,0.6144909
Young Guns,6.659,825,1988-02-17,44726644,107,13000000,17.496,"['Western', 'Crime', 'Action', 'Adventure']",4,120.0,0.4450866965000082,0.3560694,0.3560694,0.3560694
Allegiant,6.1,6228,2016-03-09,179246868,120,110000000,19.857,"['Adventure', 'Science Fiction', 'Action', 'Mystery']",5,150.0,0.4954173811704973,0.3963339,0.4954174,0.2972504
Practical Magic,6.732,1330,1998-10-16,46733235,104,75000000,22.256,"['Romance', 'Comedy', 'Fantasy']",4,120.0,0.5393826878265715,0.4315062,0.5393827,0.4315062
Cry Freedom,7.055,183,1987-11-06,25899797,157,29000000,18.866,['Drama'],6,180.0,0.4752606724495194,0.1901043,0.4752607,0.4752607
The Good Lie,7.354,459,2014-09-10,3396345,110,20000000,7.928,['Drama'],4,120.0,0.0883653715104683,0.0353461,0.0883654,0.0883654
Bowfinger,6.16,760,1999-08-12,98625775,97,55000000,15.871,['Comedy'],4,120.0,0.4051775241894507,0.4051775,0.4051775,0.4051775
Split Second,5.908,271,1992-05-01,5430822,90,7000000,11.513,"['Action', 'Crime', 'Horror']",4,120.0,0.2661468829863729,0.1596881,0.2661469,0.1596881
Fury,7.518,11021,2014-10-15,211817906,135,68000000,90.378,"['War', 'Drama', 'Action']",5,150.0,0.9925529682664676,0.5955318,0.7940424,0.7940424
Searching,7.6,3581,2018-08-24,75462037,102,1000000,15.725,"['Thriller', 'Mystery', 'Drama']",4,120.0,0.4013402461561867,0.1605361,0.4013402,0.3210722
The Switch,6.241,1741,2010-05-11,49830607,101,19000000,13.677,"['Comedy', 'Romance', 'Drama']",4,120.0,0.3422388176909073,0.2053433,0.3422388,0.3422388
I Still Believe,7.603,1089,2020-03-12,16069730,115,12000000,15.677,"['Music', 'Drama', 'Romance']",4,120.0,0.4000688176232883,0.2400413,0.3200551,0.4000688
90 Minutes in Heaven,6.0,141,2015-09-11,4842699,121,5000000,12.987,['Drama'],5,150.0,0.3197427102043824,0.1278971,0.3197427,0.3197427
White Fang,6.686,547,1991-01-18,34793160,107,14000000,14.784,"['Action', 'Adventure', 'Drama', 'Family']",4,120.0,0.375476004952841,0.3003808,0.3003808,0.2252856
Don Juan DeMarco,6.679,682,1994-10-12,68792531,97,25000000,15.343,"['Romance', 'Drama', 'Comedy']",4,120.0,0.3910831963178079,0.2346499,0.3910832,0.3910832
Payback,6.832,1621,1999-02-05,161626121,100,90000000,22.743,"['Crime', 'Action', 'Drama']",4,120.0,0.5475835426630993,0.3285501,0.5475835,0.4380668
The House of Magic,6.358,324,2013-12-24,64197205,86,34000000,16.875,"['Family', 'Fantasy', 'Animation', 'Adventure']",3,90.0,0.4304101793255367,0.4304102,0.2582461,0.1721641
The Conjuring,7.541,10683,2013-07-18,320406242,112,13000000,105.394,"['Horror', 'Thriller']",4,120.0,1.0,0.4,1.0,0.4
Grimsby,5.928,2134,2016-02-24,27979040,83,35000000,14.813,"['Action', 'Comedy']",3,90.0,0.3763039566048358,0.376304,0.376304,0.3010432
Paddington 2,7.455,2092,2017-11-09,227300000,104,40000000,18.826,"['Adventure', 'Comedy', 'Family']",4,120.0,0.474419235987556,0.4744192,0.3795354,0.3795354
War for the Planet of the Apes,7.16,8030,2017-07-11,490719763,140,150000000,41.094,"['Drama', 'Science Fiction', 'War']",5,180.0,0.7556502748630585,0.3022601,0.6045202,0.6045202
Imagine That,5.914,529,2009-06-19,23000000,107,55000000,22.563,"['Comedy', 'Family']",4,120.0,0.5445782788281963,0.5445783,0.4356626,0.5445783
The Adventures of Rocky & Bullwinkle,4.072,334,2000-06-30,35134820,88,76000000,12.346,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",3,90.0,0.2974387440187757,0.2974387,0.237951,0.1784632
Man of Tai Chi,6.065,828,2013-07-04,2054941,105,25000000,16.388,"['Action', 'Drama']",4,120.0,0.4184149420104912,0.334732,0.4184149,0.334732
Race to Witch Mountain,5.813,1580,2009-03-12,106303988,98,50000000,23.286,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",4,120.0,0.5564719677288709,0.4451776,0.4451776,0.2225888
Loving Vincent,8.026,2287,2017-06-22,42187665,95,5500000,19.476,"['Animation', 'Drama', 'Mystery', 'History']",4,120.0,0.4878208539570339,0.2926925,0.3902567,0.3902567
Notting Hill,7.259,5558,1999-05-21,363889678,124,42000000,30.288,"['Romance', 'Comedy']",5,150.0,0.6520596533074993,0.5216477,0.6520597,0.6520597
Project X,6.844,5867,2012-03-01,102731865,88,12000000,60.327,['Comedy'],3,90.0,0.8760975039142909,0.8760975,0.8760975,0.8760975
The Amityville Horror,6.122,2018,2005-04-14,108047131,90,19000000,30.749,['Horror'],4,120.0,0.6573672274604416,0.2629469,0.6573672,0.2629469
Force 10 from Navarone,6.237,260,1978-08-16,7230000,114,5000000,19.25,"['Drama', 'Adventure', 'War']",4,120.0,0.4832258831545611,0.2899355,0.3865807,0.3865807
The Impossible,7.363,5880,2012-09-09,198087212,113,45000000,21.538,"['Adventure', 'Drama', 'Thriller']",4,120.0,0.526872592102802,0.3161236,0.5268726,0.3161236
Creed III,7.194,1987,2023-03-01,275248615,116,75000000,164.985,"['Drama', 'Action']",4,150.0,1.0,0.8,1.0,0.8
Desperate Hours,5.488,169,1990-10-05,2742912,105,18000000,9.192,"['Mystery', 'Thriller', 'Crime']",4,120.0,0.1610861481524985,0.0644345,0.1610861,0.1288689
Casino Jack,5.821,254,2010-09-16,1083683,108,12500000,11.543,"['Comedy', 'Crime', 'Drama']",4,120.0,0.2673233929871373,0.160394,0.2673234,0.2673234
American Hustle,6.848,6821,2013-12-03,251171807,138,40000000,20.876,"['Drama', 'Crime']",5,150.0,0.5148656638635443,0.2059463,0.5148657,0.5148657
Barton Fink,7.453,1517,1991-08-01,6153939,117,9000000,18.404,"['Comedy', 'Drama']",4,150.0,0.4654025753387384,0.3723221,0.4654026,0.4654026
Chimpanzee,6.963,107,2012-04-20,34823764,78,5000000,14.629,['Documentary'],3,90.0,0.3710155739002092,0.1484062,0.1484062,0.3710156
Schindler's List,8.573,14594,1993-12-15,321365567,195,22000000,65.084,"['Drama', 'History', 'War']",7,240.0,0.8987273692291526,0.3594909,0.7189819,0.8987274
Runaway,5.5,212,1984-12-14,6770587,100,8000000,13.503,"['Science Fiction', 'Crime', 'Thriller']",4,120.0,0.3367040265102358,0.1346816,0.336704,0.2020224
Nebraska,7.428,1612,2013-09-21,27682872,115,12000000,12.654,"['Drama', 'Adventure']",4,120.0,0.3083351333859078,0.2466681,0.3083351,0.2466681
Twilight Zone: The Movie,6.446,640,1983-06-24,29450919,101,10000000,23.232,"['Horror', 'Fantasy', 'Science Fiction']",4,120.0,0.5555997096250795,0.3333598,0.5555997,0.2222399
The Woman King,7.749,1723,2022-09-16,97250903,135,50000000,67.582,"['Action', 'Drama', 'History']",5,150.0,0.9098210113834702,0.5458926,0.909821,0.7278568
Dracula Untold,6.401,5680,2014-10-01,217124280,92,70000000,21.951,"['Horror', 'Action', 'Fantasy']",4,120.0,0.5341312313320065,0.427305,0.5341312,0.2136525
Peter Rabbit,6.697,1636,2018-02-07,351266433,93,50000000,16.754,"['Animation', 'Adventure', 'Family']",4,120.0,0.4274710453288431,0.427471,0.1709884,0.1709884
Outcast,5.078,434,2014-09-26,5148503,98,25000000,25.405,['Action'],4,120.0,0.5888292813791751,0.5888293,0.5888293,0.2355317
Black Gold,6.502,249,2011-12-21,5446000,130,40000000,11.094,"['Adventure', 'Drama']",5,150.0,0.2492949198005503,0.1994359,0.2492949,0.1994359
Finding Neverland,7.322,3358,2004-10-17,116766556,106,25000000,18.56,['Drama'],4,120.0,0.4687658135506399,0.1875063,0.4687658,0.4687658
Life of Brian,7.751,3990,1979-08-17,20745728,94,4000000,33.204,['Comedy'],4,120.0,0.6840597035239635,0.6840597,0.6840597,0.6840597
Witness for the Prosecution,8.218,1214,1957-12-17,9000000,116,3000000,18.843,"['Drama', 'Mystery', 'Crime']",4,150.0,0.4747771212868477,0.1899108,0.4747771,0.4747771
Bram Stoker's Dracula,7.449,4626,1992-11-13,215862692,128,40000000,35.967,"['Romance', 'Horror']",5,150.0,0.7113217723077896,0.2845287,0.7113218,0.5690574
The Gift,6.419,1068,2000-03-16,12008642,112,10000000,15.326,"['Horror', 'Drama', 'Thriller', 'Mystery']",4,120.0,0.3906192339098652,0.1562477,0.3906192,0.3124954
The Rum Diary,5.862,1121,2011-10-13,24000000,120,45000000,14.613,"['Comedy', 'Drama']",5,150.0,0.3705517329055364,0.2964414,0.3705517,0.3705517
Fifty Shades Freed,6.705,7511,2018-01-17,368307760,105,55000000,93.385,"['Drama', 'Romance']",4,120.0,1.0,0.4,1.0,1.0
The Fast and the Furious: Tokyo Drift,6.454,6222,2006-06-03,158964610,104,85000000,11.096,"['Action', 'Crime', 'Drama', 'Thriller']",4,120.0,0.2493772779982876,0.1496264,0.2493773,0.1995018
Flashdance,6.496,1310,1983-04-14,201500000,95,7000000,21.263,"['Drama', 'Romance']",4,120.0,0.5219418213927169,0.2087767,0.5219418,0.5219418
Armored,5.677,589,2009-12-04,22942221,88,20000000,12.207,"['Action', 'Crime', 'Drama', 'Thriller', 'Mystery']",3,90.0,0.292407290021223,0.1754444,0.2924073,0.2339258
Watership Down,7.171,558,1978-10-14,3713768,88,1000000,13.231,"['Adventure', 'Animation', 'Drama']",3,90.0,0.3278679174132723,0.2622943,0.2622943,0.1967208
The Adventures of Pluto Nash,4.34,438,2002-08-16,7103973,95,100000000,11.232,"['Action', 'Comedy', 'Science Fiction']",4,120.0,0.2549336187291534,0.2039469,0.2549336,0.1529602
My Favorite Martian,5.585,272,1999-02-11,36850101,94,65000000,12.304,"['Comedy', 'Drama', 'Family', 'Science Fiction']",4,120.0,0.2959260810499114,0.2367409,0.2367409,0.2367409
Curious George,6.413,468,2006-02-10,69834815,87,50000000,15.718,"['Adventure', 'Animation', 'Comedy', 'Family']",3,90.0,0.4011551355707022,0.4011551,0.2406931,0.2406931
The Mummy Returns,6.358,6475,2001-05-04,443280904,130,98000000,45.092,"['Adventure', 'Action', 'Fantasy']",5,150.0,0.7857373335597573,0.7857373,0.7857373,0.3142949
You Only Live Twice,6.557,1959,1967-06-13,111584787,117,9500000,27.294,"['Action', 'Thriller', 'Adventure']",4,150.0,0.6149542601865139,0.4919634,0.6149543,0.2459817
A Scanner Darkly,6.791,1599,2006-07-07,7659918,100,8700000,16.731,"['Animation', 'Science Fiction', 'Thriller']",4,120.0,0.4269093338448474,0.2561456,0.3415275,0.1707637
Wonder Park,6.48,643,2019-03-13,119559110,86,100000000,18.736,"['Comedy', 'Animation', 'Adventure', 'Family', 'Fantasy']",3,90.0,0.4725177451821395,0.4725177,0.3780142,0.2835106
Bringing Out the Dead,6.615,937,1999-10-22,16800000,121,32000000,13.911,['Drama'],5,150.0,0.349542777400434,0.1398171,0.3495428,0.3495428
The Forbidden Kingdom,6.615,1542,2008-04-18,127906624,104,55000000,31.475,"['Action', 'Adventure', 'Fantasy']",4,120.0,0.6655286398995969,0.6655286,0.6655286,0.2662115
Taking Care of Business,6.236,148,1990-08-16,20000000,108,14000000,8.88,['Comedy'],4,120.0,0.1443808382475385,0.1443808,0.1443808,0.1443808
Trainwreck,5.79,2446,2015-07-17,140795793,125,35000000,23.82,"['Comedy', 'Romance']",5,150.0,0.5649636185876775,0.4519709,0.5649636,0.5649636
Screamers,6.191,486,1995-09-08,5781885,108,20000000,11.519,"['Horror', 'Science Fiction']",4,120.0,0.2663824973967229,0.106553,0.2663825,0.106553
Affliction,6.3,234,1998-02-12,6330054,114,6000000,10.112,"['Drama', 'Crime', 'Mystery']",4,120.0,0.2064019724368415,0.0825608,0.206402,0.206402
"White Hunter, Black Heart",6.29,235,1990-05-16,2319124,112,24000000,16.419,"['Adventure', 'Drama']",4,120.0,0.4191918551403488,0.3353535,0.4191919,0.3353535
The Box,5.578,1625,2009-10-29,33333531,115,30000000,11.857,"['Thriller', 'Science Fiction']",4,120.0,0.2794083268384437,0.1117633,0.2794083,0.1117633
The Core,5.771,1677,2003-03-28,74208267,136,60000000,23.669,"['Action', 'Thriller', 'Adventure', 'Science Fiction']",5,150.0,0.562586757698804,0.4500694,0.5625868,0.2250347
Eastern Promises,7.362,2999,2007-09-14,56106607,101,51500000,24.135,"['Thriller', 'Crime', 'Mystery']",4,120.0,0.5698618594352122,0.2279447,0.5698619,0.4558895
Psycho III,5.557,334,1986-04-02,14481606,93,8400000,11.995,"['Horror', 'Thriller', 'Mystery']",4,120.0,0.2845912733812961,0.1138365,0.2845913,0.1707548
Star Wars: Episode I - The Phantom Menace,6.5,13550,1999-05-19,924317558,136,115000000,46.845,"['Adventure', 'Action', 'Science Fiction']",5,150.0,0.7979138249684526,0.6383311,0.7979138,0.3191655
Mortdecai,5.508,2517,2015-01-21,47318560,107,60000000,19.252,"['Comedy', 'Adventure']",4,120.0,0.4832668438523773,0.4832668,0.4832668,0.3866135
A Place in the Sun,7.339,335,1951-06-12,7000000,122,2300000,11.841,"['Drama', 'Romance', 'Crime']",5,150.0,0.2788024363246549,0.111521,0.2788024,0.2788024
Crazy Rich Asians,7.074,3364,2018-08-15,238539198,121,30000000,21.434,"['Comedy', 'Drama', 'Romance']",5,150.0,0.525017200361873,0.3150103,0.5250172,0.5250172
Ri¢hie Ri¢h,5.873,2077,1994-12-19,38087756,95,40000000,18.059,"['Comedy', 'Family']",4,120.0,0.457835379112436,0.4578354,0.3662683,0.4578354
Wallace & Gromit: The Curse of the Were-Rabbit,7.047,2440,2005-09-04,192610372,85,30000000,34.477,"['Adventure', 'Animation', 'Comedy', 'Family']",3,90.0,0.6969557275616982,0.6969557,0.4181734,0.4181734
American Pie,6.567,7125,1999-07-09,235483004,95,11000000,43.03,"['Comedy', 'Romance']",4,120.0,0.7706486126203542,0.6165189,0.7706486,0.7706486
All About the Benjamins,5.872,149,2002-03-08,25482931,95,14000000,13.611,"['Action', 'Adventure', 'Comedy']",4,120.0,0.3401499955385579,0.34015,0.34015,0.20409
Daddy's Home,6.259,2960,2015-12-25,242786137,96,50000000,19.515,['Comedy'],4,120.0,0.4886070048671773,0.488607,0.488607,0.488607
The Fly,7.4,3952,1986-08-15,60629159,96,15000000,28.973,"['Horror', 'Science Fiction']",4,120.0,0.6363509849494855,0.2545404,0.636351,0.2545404
The Peanuts Movie,6.866,1471,2015-11-05,246233113,88,99000000,17.644,"['Comedy', 'Animation', 'Family']",3,90.0,0.4484876573616942,0.4484877,0.2690926,0.3587901
Swordfish,6.227,2444,2001-06-08,147080413,99,102000000,20.7,"['Action', 'Crime', 'Thriller']",4,120.0,0.5115928663060099,0.3069557,0.5115929,0.3069557
The Legend of Bagger Vance,6.564,809,2000-11-02,39459427,126,80000000,14.6,"['Drama', 'Fantasy']",5,150.0,0.3701743877870406,0.2961395,0.3701744,0.2961395
An Affair to Remember,7.361,414,1957-07-11,3800000,111,2100000,11.982,"['Drama', 'Romance']",4,120.0,0.2841062724002089,0.1136425,0.2841063,0.2841063
The Book of Henry,7.523,1216,2017-06-16,4596705,105,10000000,40.892,"['Drama', 'Crime', 'Thriller']",4,120.0,0.7540354082803272,0.3016142,0.7540354,0.6032283
Penelope,6.722,1301,2006-03-01,21156270,103,15000000,14.827,"['Fantasy', 'Comedy', 'Romance']",4,120.0,0.3767029225712859,0.3013623,0.3767029,0.3013623
All Dogs Go to Heaven,6.723,933,1989-11-17,27100027,89,13800000,18.133,"['Drama', 'Animation', 'Family', 'Comedy', 'Fantasy']",3,90.0,0.4594737544215995,0.367579,0.367579,0.367579
Ghost Dog: The Way of the Samurai,7.3,1043,1999-06-02,9400000,116,2000000,19.495,"['Crime', 'Drama']",4,150.0,0.488204097691752,0.1952816,0.4882041,0.4882041
Punisher: War Zone,5.791,1037,2008-12-05,10089373,102,20500000,23.412,"['Action', 'Crime']",4,120.0,0.5584974285511382,0.4467979,0.5584974,0.4467979
Remember Me,7.102,3367,2010-03-11,56032889,113,16000000,18.789,"['Drama', 'Romance']",4,120.0,0.4736389005390418,0.1894556,0.4736389,0.4736389
Saving Christmas,1.84,78,2014-11-14,2800000,79,500000,6.203,"['Comedy', 'Family']",3,90.0,1e-06,1e-06,8e-07,1e-06
Popeye,5.428,546,1980-12-12,49823037,114,20000000,18.779,"['Action', 'Adventure', 'Comedy', 'Family']",4,120.0,0.4734276668487183,0.4734277,0.3787421,0.2840566
The World According to Garp,6.675,295,1982-08-13,29712172,136,17000000,16.156,"['Drama', 'Comedy']",5,150.0,0.4125410254257357,0.3300328,0.412541,0.412541
